transaction_id,investor_id,scheme_code,transaction_date,transaction_type,amount,units,kyc_status,state
TXN10642,INV20238,120465,2026-03-26,SIP,149937,2303.1797,Pending,Delhi
TXN10643,INV20149,118632,2023-06-13,Lumpsum,197760,2994.2858,Pending,Telangana
TXN10644,INV20021,120465,2026-06-03,Lumpsum,195428,2986.3692,Pending,Telangana
TXN10645,INV20205,120465,2024-10-01,Redemption,3826,53.2721,Pending,Punjab
TXN10646,INV20188,120586,2025-05-12,Lumpsum,10260,86.3418,Approved,Punjab
TXN10647,INV20067,119018,2025-08-27,SIP,77481,63.5065,Approved,Uttar Pradesh
TXN10648,INV20125,119018,2023-09-17,Lumpsum,162427,171.6887,Approved,Maharashtra
TXN10649,INV20190,119018,2026-05-21,SIP,97932,83.3334,Approved,Tamil Nadu
TXN10650,INV20125,119598,2025-12-16,Redemption,39029,368.5858,Approved,Haryana
TXN10651,INV20193,118632,2025-02-23,Redemption,44852,499.1903,Pending,Maharashtra
TXN10652,INV20165,120586,2023-08-26,SIP,125841,1510.3337,Pending,West Bengal
TXN10653,INV20175,120152,2025-09-03,Lumpsum,229138,351.0483,Approved,Haryana
TXN10654,INV20098,120152,2024-10-08,SIP,168096,258.2195,Pending,Punjab
TXN10655,INV20236,120152,2024-07-12,Lumpsum,26762,42.1211,Pending,Haryana
TXN10656,INV20198,120152,2024-05-10,Lumpsum,181952,323.5841,Pending,Telangana
TXN10657,INV20003,120152,2023-01-18,SIP,138694,322.9994,Pending,Gujarat
TXN10659,INV20164,119018,2023-09-03,SIP,201240,221.5485,Approved,Delhi
TXN10660,INV20179,119598,2024-06-02,Redemption,20848,230.3374,Approved,West Bengal
TXN10661,INV20178,120152,2024-10-24,SIP,73689,115.9766,Pending,West Bengal
TXN10662,INV20086,119018,2024-06-12,SIP,129901,112.018,Pending,Punjab
TXN10663,INV20101,119598,2025-10-04,SIP,114050,1114.7809,Pending,Haryana
TXN10664,INV20184,120586,2023-07-31,SIP,191721,2267.5458,Pending,Maharashtra
TXN10665,INV20230,118632,2023-11-01,SIP,70844,1013.7327,Pending,West Bengal
TXN10666,INV20148,119018,2025-11-21,Redemption,222262,174.8528,Pending,Telangana
TXN10667,INV20058,119018,2025-02-26,SIP,246115,219.9333,Pending,Uttar Pradesh
TXN10668,INV20103,119018,2023-07-05,Lumpsum,90145,101.9825,Pending,Uttar Pradesh
TXN10669,INV20166,119598,2023-12-28,Redemption,79347,928.4673,Pending,Gujarat
TXN10671,INV20100,119018,2026-01-12,Redemption,219693,172.6713,Approved,Maharashtra
TXN10672,INV20087,119018,2024-11-22,Redemption,212577,178.7317,Pending,Telangana
TXN10675,INV20117,120465,2023-12-16,SIP,156969,2729.8957,Pending,Delhi
TXN10676,INV20206,119598,2025-05-22,Redemption,180329,1797.7171,Approved,Gujarat
TXN10677,INV20215,119598,2023-04-04,Redemption,72799,1077.7692,Pending,Karnataka
TXN10678,INV20179,120586,2026-02-07,Redemption,153564,1224.1052,Pending,Punjab
TXN10680,INV20228,120586,2025-02-05,SIP,168726,1493.547,Pending,West Bengal
TXN10681,INV20062,119598,2026-06-04,SIP,161445,1600.1241,Approved,Gujarat
TXN10682,INV20108,119018,2026-02-16,Lumpsum,139988,109.6036,Pending,Telangana
TXN10683,INV20130,119598,2025-08-08,Lumpsum,30538,305.4335,Pending,Haryana
TXN10684,INV20046,119598,2023-03-30,Redemption,114946,1728.0643,Pending,Maharashtra
TXN10685,INV20027,120152,2023-04-18,SIP,128155,303.893,Pending,Tamil Nadu
TXN10686,INV20185,118632,2026-04-28,Redemption,178432,1784.7091,Pending,Delhi
TXN10687,INV20084,119598,2023-07-20,Redemption,99443,1264.9303,Pending,Haryana
TXN10688,INV20150,118632,2023-04-22,SIP,160759,2677.7636,Pending,Gujarat
TXN10689,INV20035,118632,2024-02-02,Lumpsum,34347,419.9716,Approved,Uttar Pradesh
TXN10690,INV20035,119018,2025-11-08,Redemption,91066,73.0983,Approved,Punjab
TXN10691,INV20041,120152,2026-06-06,Lumpsum,23668,37.5477,Pending,Tamil Nadu
TXN10692,INV20152,118632,2025-08-05,SIP,193984,1937.6853,Pending,Gujarat
TXN10693,INV20112,120465,2024-03-31,SIP,12593,202.4273,Pending,Telangana
TXN10694,INV20009,118632,2025-12-23,Redemption,183623,1739.874,Pending,Haryana
TXN10695,INV20062,119018,2026-02-17,Redemption,35789,27.9759,Pending,Delhi
TXN10696,INV20005,118632,2024-09-16,Redemption,196896,1966.7179,Pending,Haryana
TXN10697,INV20198,119598,2025-04-10,Redemption,185523,2038.8801,Pending,West Bengal
TXN10698,INV20229,120152,2024-11-12,Lumpsum,71723,115.1699,Pending,Delhi
TXN10699,INV20159,120586,2023-04-23,SIP,96837,1313.4002,Approved,Gujarat
TXN10700,INV20094,119598,2026-02-18,Lumpsum,54664,510.8527,Pending,Tamil Nadu
TXN10701,INV20139,119018,2025-09-06,Lumpsum,236387,193.459,Pending,Uttar Pradesh
TXN10702,INV20014,119018,2025-02-02,Redemption,139066,119.6933,Pending,Telangana
TXN10703,INV20174,120465,2024-08-21,Redemption,248821,3645.1948,Pending,Tamil Nadu
TXN10704,INV20229,118632,2023-06-28,Redemption,76595,1146.2542,Pending,Delhi
TXN10705,INV20043,120586,2023-08-18,Redemption,54544,654.9472,Approved,Uttar Pradesh
TXN10706,INV20107,120152,2026-01-13,Redemption,117355,173.1025,Approved,Uttar Pradesh
TXN10707,INV20049,119018,2023-02-15,Lumpsum,108922,135.1525,Pending,Haryana
TXN10708,INV20152,120152,2025-12-21,Redemption,35591,52.0509,Approved,Karnataka
TXN10709,INV20203,120586,2024-09-04,Redemption,202785,1687.344,Approved,Gujarat
TXN10710,INV20073,118632,2023-12-07,Lumpsum,46969,609.1216,Approved,Karnataka
TXN10711,INV20061,119018,2023-03-26,SIP,97907,127.2377,Approved,Gujarat
TXN10712,INV20089,119598,2025-02-02,Lumpsum,140891,1475.1007,Approved,West Bengal
TXN10713,INV20239,118632,2023-10-25,Redemption,194592,2779.445,Pending,Uttar Pradesh
TXN10714,INV20122,120586,2026-03-20,Redemption,30442,267.9754,Approved,Karnataka
TXN10715,INV20174,120465,2023-08-28,SIP,221430,4289.6164,Pending,Delhi
TXN10716,INV20084,119018,2026-05-30,Lumpsum,246278,209.5797,Pending,Maharashtra
TXN10717,INV20022,120465,2025-07-01,Lumpsum,129572,1827.5317,Approved,Gujarat
TXN10718,INV20102,119598,2025-05-25,Redemption,75619,748.2607,Approved,Haryana
TXN10719,INV20224,120465,2023-06-29,Redemption,109949,2147.8609,Approved,Karnataka
TXN10720,INV20207,120152,2025-05-18,SIP,157745,242.0304,Pending,Uttar Pradesh
TXN10721,INV20122,120465,2024-11-17,Redemption,108337,1659.0658,Approved,West Bengal
TXN10722,INV20045,120465,2025-08-04,Lumpsum,101078,1465.9608,Pending,Maharashtra
TXN10723,INV20211,120586,2026-04-13,Redemption,122491,1042.1218,Approved,Karnataka
TXN10724,INV20068,120586,2025-08-25,Lumpsum,129945,1063.3797,Pending,Maharashtra
TXN10725,INV20031,120586,2025-10-06,Redemption,149261,1219.0542,Approved,Haryana
TXN10726,INV20250,120152,2023-09-02,Lumpsum,5599,11.7767,Approved,Punjab
TXN10727,INV20015,119598,2024-10-16,SIP,14864,145.2362,Pending,Gujarat
TXN10728,INV20013,120586,2024-08-20,Lumpsum,165634,1410.7316,Pending,Punjab
TXN10729,INV20193,119598,2026-01-18,Redemption,180560,1696.2018,Approved,Gujarat
TXN10731,INV20106,120586,2023-11-30,Lumpsum,58963,653.8368,Pending,West Bengal
TXN10732,INV20118,119018,2023-08-27,SIP,82677,91.7895,Approved,Haryana
TXN10733,INV20228,120465,2025-12-07,SIP,8539,118.7457,Pending,Tamil Nadu
TXN10734,INV20033,120152,2023-10-19,Lumpsum,35135,73.2753,Pending,Delhi
TXN10735,INV20020,119018,2025-09-18,SIP,9596,7.6637,Approved,Haryana
TXN10736,INV20031,120586,2023-03-30,Lumpsum,198800,2757.664,Pending,Punjab
TXN10738,INV20090,120586,2023-11-25,Lumpsum,26979,305.6418,Approved,Telangana
TXN10739,INV20056,120152,2024-01-28,SIP,141804,269.3553,Pending,Tamil Nadu
TXN10740,INV20236,120465,2025-08-30,SIP,29134,424.9417,Pending,West Bengal
TXN10741,INV20109,119598,2025-11-19,Redemption,83386,788.105,Pending,Telangana
TXN10742,INV20035,118632,2025-01-09,Lumpsum,22560,238.5257,Pending,West Bengal
TXN10743,INV20073,118632,2026-05-14,Redemption,107766,1098.9735,Pending,Tamil Nadu
TXN10745,INV20113,120465,2023-06-24,SIP,183199,3644.3008,Pending,Karnataka
TXN10746,INV20017,120586,2024-02-12,Lumpsum,106981,1070.2381,Pending,Haryana
TXN10747,INV20072,120152,2026-04-06,Redemption,175765,286.3522,Pending,Haryana
TXN10748,INV20131,120586,2023-10-29,SIP,129277,1537.5476,Approved,Maharashtra
TXN10749,INV20026,120152,2023-04-19,Redemption,47948,113.888,Pending,Karnataka
TXN10750,INV20078,120465,2023-07-17,Lumpsum,208809,3945.0028,Approved,Haryana
TXN10751,INV20126,120465,2024-06-19,Lumpsum,201268,3061.1103,Pending,Delhi
TXN10752,INV20099,118632,2024-06-10,Redemption,9613,104.4781,Approved,Karnataka
TXN10753,INV20126,118632,2023-10-03,Redemption,29673,411.2226,Pending,Telangana
TXN10754,INV20176,120465,2026-03-17,Redemption,41975,638.9861,Pending,Uttar Pradesh
TXN10755,INV20127,120465,2025-02-12,Lumpsum,8378,129.8512,Approved,Gujarat
TXN10756,INV20090,120152,2026-04-10,Redemption,113236,175.8186,Pending,West Bengal
TXN10757,INV20090,119018,2024-05-15,Lumpsum,156328,141.3726,Pending,Uttar Pradesh
TXN10758,INV20030,120586,2023-12-14,Lumpsum,121824,1288.3249,Pending,Punjab
TXN10759,INV20132,118632,2024-06-30,Redemption,83972,884.4595,Pending,Gujarat
TXN10760,INV20147,119018,2025-09-27,Lumpsum,132797,109.2546,Pending,Karnataka
TXN10761,INV20158,120586,2025-01-14,Lumpsum,223123,2018.8473,Pending,Telangana
TXN10762,INV20055,120586,2024-06-27,Lumpsum,106389,940.4137,Pending,Punjab
TXN10763,INV20025,120465,2024-11-20,SIP,140215,2142.6498,Pending,Gujarat
TXN10764,INV20204,119018,2024-09-10,Redemption,83143,66.3546,Pending,Uttar Pradesh
TXN10765,INV20160,120465,2025-07-17,SIP,136325,1960.9465,Pending,Tamil Nadu
TXN10766,INV20170,120152,2025-08-15,Lumpsum,224549,345.4637,Pending,Punjab
TXN10767,INV20187,120152,2023-05-03,Redemption,64012,148.3524,Approved,West Bengal
TXN10768,INV20106,120586,2023-05-12,Redemption,76247,997.3447,Approved,Punjab
TXN10769,INV20061,118632,2024-05-03,SIP,65379,736.7561,Approved,Haryana
TXN10770,INV20125,120465,2025-12-06,SIP,72489,1008.0517,Approved,Uttar Pradesh
TXN10771,INV20169,120465,2023-12-27,Redemption,15503,267.9862,Pending,Gujarat
TXN10772,INV20155,120586,2023-11-05,Redemption,233186,2735.6405,Approved,Tamil Nadu
TXN10773,INV20029,120465,2025-10-21,Lumpsum,153153,2128.8991,Approved,Haryana
TXN10774,INV20227,119018,2024-05-02,Redemption,154177,136.9566,Pending,West Bengal
TXN10775,INV20056,119598,2023-08-07,Lumpsum,116205,1497.599,Approved,Haryana
TXN10776,INV20137,120586,2023-08-20,Lumpsum,179975,2161.0831,Approved,Karnataka
TXN10777,INV20093,118632,2025-01-23,SIP,238300,2582.7303,Approved,Tamil Nadu
TXN10778,INV20065,120465,2025-02-26,Redemption,180633,2863.1003,Pending,Haryana
TXN10779,INV20100,119018,2025-03-15,Lumpsum,216667,195.9418,Approved,Tamil Nadu
TXN10780,INV20221,119598,2025-06-17,Redemption,72837,719.8705,Pending,Haryana
TXN10781,INV20189,118632,2024-12-11,SIP,184102,1847.8775,Pending,Gujarat
TXN10782,INV20108,120465,2026-01-26,Redemption,200747,2911.4866,Approved,Haryana
TXN10783,INV20203,120152,2023-10-06,Redemption,81097,168.9577,Pending,Delhi
TXN10784,INV20041,119598,2025-11-23,Redemption,84728,802.3401,Approved,Uttar Pradesh
TXN10785,INV20045,120152,2026-04-29,Lumpsum,109657,169.1611,Pending,West Bengal
TXN10786,INV20242,120465,2024-04-04,SIP,170635,2721.0174,Pending,Delhi
TXN10787,INV20250,118632,2024-02-11,SIP,163006,1966.8851,Approved,Karnataka
TXN10788,INV20023,120586,2023-12-15,SIP,115074,1206.2264,Pending,Haryana
TXN10789,INV20031,119598,2024-02-21,Lumpsum,130543,1535.1877,Pending,Tamil Nadu
TXN10790,INV20154,119598,2024-08-02,Redemption,208739,2107.6211,Approved,Uttar Pradesh
TXN10791,INV20061,120465,2025-07-12,Redemption,170668,2457.0688,Approved,Haryana
TXN10792,INV20035,120586,2025-03-25,Redemption,193965,1711.9594,Pending,Delhi
TXN10793,INV20143,119018,2023-04-17,Lumpsum,93878,117.393,Approved,Maharashtra
TXN10794,INV20065,120465,2025-02-19,Redemption,35665,555.9626,Approved,Punjab
TXN10795,INV20046,120586,2023-12-14,Redemption,35581,376.2796,Pending,Karnataka
TXN10796,INV20067,119018,2024-10-03,SIP,219838,174.2434,Pending,West Bengal
TXN10797,INV20073,120586,2026-06-09,Lumpsum,235008,2047.6431,Pending,Karnataka
TXN10798,INV20143,120152,2025-06-20,Lumpsum,61256,93.449,Pending,Uttar Pradesh
TXN10799,INV20042,120152,2025-08-14,SIP,244061,375.4825,Pending,Gujarat
TXN10800,INV20182,120465,2025-09-20,Redemption,189681,2664.8075,Pending,Gujarat
TXN10801,INV20024,119598,2024-08-04,SIP,216632,2187.316,Pending,Punjab
TXN10802,INV20249,119018,2025-12-13,Redemption,65528,51.3987,Pending,Gujarat
TXN10803,INV20007,120586,2023-07-09,Redemption,28805,352.4841,Approved,Maharashtra
TXN10804,INV20021,118632,2025-09-09,Lumpsum,2521,24.7235,Approved,Punjab
TXN10805,INV20244,118632,2024-10-27,Lumpsum,211123,2206.7722,Pending,Maharashtra
TXN10806,INV20191,119018,2026-01-25,SIP,47664,38.6063,Pending,Delhi
TXN10807,INV20006,119598,2023-11-30,Redemption,198278,2476.0114,Approved,Delhi
TXN10808,INV20077,118632,2025-06-04,SIP,26195,264.1821,Pending,Haryana
TXN10809,INV20115,118632,2025-09-02,Redemption,111765,1106.6861,Approved,West Bengal
TXN10810,INV20162,118632,2023-07-10,Lumpsum,122510,1795.7313,Approved,Haryana
TXN10811,INV20135,120152,2025-12-10,Lumpsum,21757,32.1448,Pending,Uttar Pradesh
TXN10812,INV20039,119598,2024-09-07,Lumpsum,150038,1500.263,Pending,Maharashtra
TXN10813,INV20132,119018,2025-11-11,Redemption,174239,138.7036,Approved,Gujarat
TXN10814,INV20066,120465,2023-06-17,SIP,122340,2396.474,Approved,West Bengal
TXN10815,INV20012,119018,2025-05-02,Redemption,120275,100.5077,Pending,Punjab
TXN10816,INV20207,120586,2024-11-30,Lumpsum,196829,1698.1192,Approved,Delhi
TXN10817,INV20112,120465,2023-02-06,Redemption,46019,961.7346,Pending,West Bengal
TXN10818,INV20223,120152,2026-05-17,Lumpsum,162675,256.8339,Pending,Uttar Pradesh
TXN10819,INV20023,119598,2023-10-04,Lumpsum,5164,66.4072,Pending,Maharashtra
TXN10820,INV20054,118632,2023-10-25,Redemption,225969,3227.6168,Pending,Delhi
TXN10822,INV20121,119018,2025-07-09,Lumpsum,218435,175.377,Approved,Gujarat
TXN10823,INV20003,119018,2025-03-06,Redemption,157195,140.5581,Approved,Maharashtra
TXN10824,INV20125,118632,2025-09-22,Lumpsum,139492,1343.7176,Pending,Telangana
TXN10825,INV20017,120586,2025-04-05,SIP,247143,2242.4735,Pending,West Bengal
TXN10826,INV20006,119598,2024-08-12,Redemption,61844,633.7086,Pending,Punjab
TXN10827,INV20219,120152,2025-08-17,Lumpsum,103333,158.9756,Pending,Haryana
TXN10828,INV20205,119598,2024-02-29,SIP,34841,409.7432,Approved,Punjab
TXN10829,INV20126,119018,2025-01-05,Lumpsum,146969,122.9454,Approved,Gujarat
TXN10830,INV20226,120586,2025-01-01,SIP,235476,2061.7809,Pending,Gujarat
TXN10831,INV20111,119018,2024-04-09,Lumpsum,68586,61.3055,Pending,Maharashtra
TXN10832,INV20198,120465,2024-07-01,Lumpsum,28300,422.5773,Pending,Haryana
TXN10833,INV20247,119018,2023-08-05,Lumpsum,28632,31.6447,Pending,Tamil Nadu
TXN10834,INV20234,120586,2023-11-18,Redemption,131650,1497.8951,Pending,Karnataka
TXN10835,INV20166,120586,2024-11-16,SIP,116109,1027.7861,Approved,Tamil Nadu
TXN10836,INV20214,118632,2024-11-30,Lumpsum,70734,731.3298,Pending,Gujarat
TXN10837,INV20162,120152,2024-05-17,Lumpsum,60816,105.0218,Pending,West Bengal
TXN10838,INV20236,118632,2025-07-28,SIP,202890,2035.0438,Pending,Delhi
TXN10839,INV20087,120586,2025-04-02,Redemption,200017,1784.4322,Approved,Punjab
TXN10840,INV20015,120152,2025-11-30,Redemption,179486,260.0903,Approved,Gujarat
TXN10841,INV20233,120586,2023-01-17,Lumpsum,39498,522.8061,Pending,Tamil Nadu
TXN10842,INV20228,120465,2025-06-24,Redemption,231942,3346.9264,Approved,Telangana
TXN10843,INV20086,118632,2023-09-16,Lumpsum,145647,1978.4747,Pending,Karnataka
TXN10844,INV20006,119018,2026-01-10,Lumpsum,80676,63.5312,Pending,Maharashtra
TXN10845,INV20216,120586,2024-06-15,SIP,171645,1542.3219,Pending,Uttar Pradesh
TXN10846,INV20147,120152,2023-11-01,Redemption,212127,457.0678,Pending,Gujarat
TXN10847,INV20077,120586,2026-03-19,Redemption,65915,582.5968,Pending,Gujarat
TXN10848,INV20117,119018,2023-10-28,Redemption,17303,19.1119,Approved,Haryana
TXN10849,INV20055,118632,2023-06-09,Lumpsum,147530,2257.3084,Pending,Uttar Pradesh
TXN10850,INV20150,118632,2025-05-17,Redemption,110293,1111.5725,Approved,Telangana
TXN10851,INV20033,118632,2025-07-26,Lumpsum,31948,318.6521,Pending,Haryana
TXN10852,INV20009,120152,2023-11-18,SIP,108117,222.9681,Pending,Punjab
TXN10853,INV20075,119018,2025-12-06,SIP,99162,77.6318,Pending,Maharashtra
TXN10854,INV20203,119598,2023-10-19,SIP,80996,1032.0078,Pending,Karnataka
TXN10855,INV20210,120152,2025-09-28,SIP,18711,28.6693,Pending,Haryana
TXN10856,INV20147,120586,2026-04-03,Redemption,125578,1125.6544,Approved,Karnataka
TXN10857,INV20130,120152,2025-01-08,Redemption,191805,308.3667,Pending,West Bengal
TXN10858,INV20060,118632,2024-11-25,Redemption,170323,1758.0858,Approved,Maharashtra
TXN10859,INV20147,120152,2024-09-24,Lumpsum,163189,242.2176,Approved,Punjab
TXN10860,INV20134,119598,2025-09-01,SIP,140423,1384.1188,Approved,Uttar Pradesh
TXN10861,INV20202,119598,2024-05-17,SIP,160083,1775.1674,Approved,Haryana
TXN10862,INV20221,119018,2024-11-27,SIP,226351,187.5998,Pending,Uttar Pradesh
TXN10863,INV20024,119018,2023-07-23,Lumpsum,67992,75.4172,Approved,Uttar Pradesh
TXN10864,INV20244,118632,2023-12-13,Redemption,187987,2417.9201,Pending,Delhi
TXN10865,INV20082,119598,2025-04-25,Lumpsum,217987,2241.8827,Approved,Tamil Nadu
TXN10866,INV20062,120465,2026-04-15,Redemption,133231,1978.1886,Pending,Uttar Pradesh
TXN10867,INV20016,120586,2025-09-08,SIP,107822,891.3856,Approved,Uttar Pradesh
TXN10868,INV20142,120465,2023-07-27,Lumpsum,33917,644.6873,Pending,Haryana
TXN10869,INV20022,120152,2025-10-21,SIP,45089,66.2936,Pending,Telangana
TXN10870,INV20116,119018,2023-03-01,Lumpsum,44878,56.9697,Pending,Uttar Pradesh
TXN10871,INV20154,120586,2025-02-17,Lumpsum,134779,1230.5213,Approved,Telangana
TXN10872,INV20145,119018,2024-09-07,Redemption,218710,176.2187,Approved,West Bengal
TXN10873,INV20054,120465,2025-10-30,Redemption,198314,2766.2714,Approved,Tamil Nadu
TXN10874,INV20170,120586,2024-11-30,Redemption,87103,751.471,Approved,Maharashtra
TXN10875,INV20156,118632,2023-01-09,SIP,235689,3905.0128,Pending,West Bengal
TXN10876,INV20138,119018,2023-06-08,Redemption,93535,109.9985,Pending,Punjab
TXN10877,INV20092,118632,2023-12-29,SIP,246431,3072.158,Approved,Tamil Nadu
TXN10878,INV20191,119018,2024-07-29,Lumpsum,161810,130.8909,Pending,Tamil Nadu
TXN10879,INV20127,120586,2023-03-17,Redemption,186327,2579.2774,Approved,Tamil Nadu
TXN10880,INV20211,120152,2025-03-22,Lumpsum,130502,215.7639,Pending,Punjab
TXN10881,INV20173,120152,2026-05-19,SIP,196552,310.6368,Approved,Punjab
TXN10882,INV20220,119598,2025-12-07,Lumpsum,7060,66.1552,Approved,Telangana
TXN10883,INV20227,118632,2023-05-01,SIP,85672,1385.4309,Pending,Uttar Pradesh
TXN10884,INV20032,120152,2025-11-27,Redemption,199972,289.668,Pending,Maharashtra
TXN10886,INV20207,119018,2024-07-04,SIP,52610,43.6229,Approved,Delhi
TXN10887,INV20161,120152,2023-07-18,Redemption,7297,15.4443,Pending,Uttar Pradesh
TXN10888,INV20064,119018,2025-08-27,Redemption,216386,177.3585,Pending,Delhi
TXN10889,INV20199,120465,2025-06-17,Redemption,23422,341.6278,Approved,West Bengal
TXN10890,INV20081,120152,2023-05-14,SIP,116846,267.9063,Pending,Delhi
TXN10891,INV20027,120152,2023-04-25,Lumpsum,106298,251.1322,Pending,Tamil Nadu
TXN10892,INV20222,120465,2023-01-22,Redemption,113225,2366.2487,Pending,Gujarat
TXN10893,INV20167,120152,2023-02-23,Lumpsum,51457,122.266,Approved,Punjab
TXN10894,INV20183,119018,2026-04-29,SIP,68183,57.091,Pending,Punjab
TXN10895,INV20114,119598,2024-05-12,SIP,82701,939.115,Pending,Uttar Pradesh
TXN10896,INV20150,120465,2023-10-26,Redemption,90889,1780.3918,Approved,Telangana
TXN10897,INV20151,120152,2023-10-24,Lumpsum,219936,468.4104,Approved,West Bengal
TXN10898,INV20089,119598,2024-02-15,SIP,176075,2085.6901,Pending,Punjab
TXN10899,INV20178,120586,2026-03-30,Lumpsum,43540,395.4228,Approved,Haryana
TXN10900,INV20057,119018,2024-04-01,Redemption,63657,57.3751,Pending,West Bengal
TXN10902,INV20075,118632,2024-02-03,SIP,53198,650.4687,Approved,Tamil Nadu
TXN10903,INV20227,120586,2023-12-23,Lumpsum,52376,552.3729,Approved,Delhi
TXN10904,INV20006,120152,2023-09-10,SIP,56112,115.6958,Pending,Gujarat
TXN10905,INV20208,120586,2023-12-17,SIP,232400,2436.0587,Pending,Tamil Nadu
TXN10906,INV20137,118632,2025-02-05,Redemption,65107,693.4517,Pending,Telangana
TXN10907,INV20076,119598,2024-11-02,SIP,74419,753.0009,Pending,Tamil Nadu
TXN10908,INV20187,119018,2025-08-21,SIP,197950,159.9119,Pending,Haryana
TXN10909,INV20133,118632,2024-01-02,Redemption,127693,1589.0416,Pending,Haryana
TXN10910,INV20069,120465,2025-04-01,Lumpsum,54215,838.0739,Pending,West Bengal
TXN10911,INV20056,120586,2025-05-20,SIP,99069,834.7573,Pending,Karnataka
TXN10912,INV20193,119018,2024-08-27,Lumpsum,154082,122.8347,Pending,West Bengal
TXN10913,INV20116,118632,2025-04-06,Redemption,84105,930.0225,Approved,Karnataka
TXN10914,INV20114,119598,2024-06-27,Redemption,78206,807.5453,Pending,Uttar Pradesh
TXN10915,INV20238,119598,2023-07-21,SIP,144137,1844.5074,Pending,Gujarat
TXN10916,INV20065,120586,2024-07-16,SIP,198232,1700.9782,Approved,Maharashtra
TXN10917,INV20198,120586,2024-07-31,Redemption,216446,1825.7782,Approved,Haryana
TXN10918,INV20168,120465,2023-02-11,Lumpsum,197381,4080.6492,Pending,Telangana
TXN10919,INV20151,120465,2025-08-17,Redemption,83070,1202.3448,Pending,West Bengal
TXN10920,INV20054,118632,2025-07-10,Redemption,230048,2259.8257,Approved,Haryana
TXN10921,INV20208,120152,2024-12-27,Lumpsum,180768,287.3484,Approved,Gujarat
TXN10922,INV20151,119018,2026-03-08,SIP,87573,71.816,Pending,West Bengal
TXN10923,INV20053,118632,2023-11-05,Lumpsum,87203,1228.2389,Pending,Uttar Pradesh
TXN10924,INV20024,119598,2023-08-02,SIP,159168,2054.5919,Approved,Tamil Nadu
TXN10925,INV20018,118632,2024-08-04,Lumpsum,138467,1407.1964,Approved,Gujarat
TXN10926,INV20133,119018,2023-12-18,Redemption,30030,29.0687,Pending,Haryana
TXN10927,INV20191,119018,2025-03-07,SIP,82200,73.6218,Pending,Karnataka
TXN10928,INV20155,120465,2024-09-27,Lumpsum,121312,1663.4033,Approved,Karnataka
TXN10929,INV20115,119018,2025-03-28,Lumpsum,150219,129.0795,Pending,Haryana
TXN10930,INV20148,119018,2023-07-06,Redemption,221892,249.592,Approved,West Bengal
TXN10931,INV20157,119598,2025-04-30,SIP,193215,1959.6816,Pending,Karnataka
TXN10932,INV20179,120465,2023-07-15,SIP,229206,4345.1374,Approved,Delhi
TXN10933,INV20179,120152,2024-03-20,Redemption,145919,269.3341,Pending,Delhi
TXN10934,INV20194,119018,2025-10-30,Redemption,67261,53.1173,Approved,Haryana
TXN10935,INV20007,119018,2025-03-08,Redemption,225335,201.8196,Approved,Maharashtra
TXN10936,INV20065,119018,2023-10-07,Redemption,18887,20.3892,Pending,Haryana
TXN10937,INV20036,118632,2024-07-25,SIP,160118,1655.2692,Approved,Delhi
TXN10938,INV20137,120152,2025-03-11,SIP,3938,6.7846,Approved,Haryana
TXN10939,INV20092,119598,2024-03-19,Lumpsum,183646,2170.5307,Pending,West Bengal
TXN10940,INV20177,120586,2025-06-28,SIP,99931,811.7212,Pending,Gujarat
TXN10941,INV20233,119598,2024-02-14,SIP,4816,57.1667,Pending,Delhi
TXN10942,INV20057,119018,2023-12-10,SIP,29228,28.9195,Pending,Telangana
TXN10943,INV20161,119598,2024-02-29,Redemption,57041,670.8236,Pending,Karnataka
TXN10944,INV20004,118632,2024-10-09,Redemption,58696,592.935,Approved,Punjab
TXN10945,INV20095,119018,2023-05-18,Redemption,157989,191.8588,Pending,Telangana
TXN10946,INV20203,120465,2023-12-18,SIP,166379,2893.0447,Approved,Gujarat
TXN10947,INV20045,120152,2024-10-13,SIP,160523,246.1284,Pending,West Bengal
TXN10949,INV20159,119018,2023-05-03,Redemption,53956,65.782,Pending,Maharashtra
TXN10950,INV20061,120152,2026-09-05,Redemption,84240,129.4803,Approved,Telangana
TXN10951,INV20203,118632,2024-08-13,Lumpsum,87840,921.112,Pending,Telangana
TXN10952,INV20014,120152,2024-05-23,Redemption,49115,83.1891,Approved,Delhi
TXN10953,INV20223,118632,2023-05-24,SIP,38101,601.1015,Approved,Delhi
TXN10954,INV20045,120465,2026-01-29,Lumpsum,112736,1616.7503,Approved,Karnataka
TXN10955,INV20185,119598,2024-05-16,SIP,80456,896.5236,Pending,Tamil Nadu
TXN10956,INV20070,118632,2023-06-13,Redemption,124394,1883.4506,Pending,Karnataka
TXN10957,INV20210,118632,2023-10-02,Redemption,199930,2766.3357,Approved,Punjab
TXN10958,INV20138,119598,2026-02-06,Lumpsum,81176,767.8694,Pending,Telangana
TXN10959,INV20156,118632,2023-05-28,SIP,52305,813.9197,Pending,Maharashtra
TXN10960,INV20004,120465,2025-05-02,Redemption,247490,3658.3888,Pending,West Bengal
TXN10961,INV20126,120586,2026-04-19,Redemption,242592,2018.2363,Approved,Tamil Nadu
TXN10962,INV20196,118632,2024-06-06,Lumpsum,167456,1858.0066,Approved,West Bengal
TXN10964,INV20067,120465,2025-07-21,Lumpsum,152608,2187.6147,Approved,Maharashtra
