date,scheme_code,scheme_name,scheme_category,fund_house,nav
2025-07-06,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,666.482
2025-07-07,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,666.592
2025-07-08,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,668.461
2025-07-09,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,668.156
2025-07-10,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,665.058
2025-07-11,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,660.433
2025-07-12,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,660.433
2025-07-13,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,660.433
2025-07-14,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,659.591
2025-07-15,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,662.487
2025-07-16,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,662.975
2025-07-17,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,660.319
2025-07-18,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,656.834
2025-07-19,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,656.834
2025-07-20,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,656.834
2025-07-21,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,660.027
2025-07-22,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,659.564
2025-07-23,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,662.557
2025-07-24,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,658.465
2025-07-25,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,652.522
2025-07-26,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,652.522
2025-07-27,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,652.522
2025-07-28,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,648.775
2025-07-29,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,652.759
2025-07-30,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,655.357
2025-07-31,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,653.736
2025-08-01,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,646.725
2025-08-02,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,646.725
2025-08-03,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,646.725
2025-08-04,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,650.878
2025-08-05,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,649.866
2025-08-06,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,646.808
2025-08-07,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,647.241
2025-08-08,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,640.955
2025-08-09,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,640.955
2025-08-10,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,640.955
2025-08-11,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,647.163
2025-08-12,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,646.163
2025-08-13,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,649.366
2025-08-14,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,649.993
2025-08-15,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,649.993
2025-08-16,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,649.993
2025-08-17,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,649.993
2025-08-18,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,655.884
2025-08-19,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,658.714
2025-08-20,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,661.372
2025-08-21,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,662.205
2025-08-22,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,658.179
2025-08-23,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,658.179
2025-08-24,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,658.179
2025-08-25,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,660.068
2025-08-26,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,653.068
2025-08-27,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,653.068
2025-08-28,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,645.861
2025-08-29,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,644.462
2025-08-30,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,644.462
2025-08-31,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,644.462
2025-09-01,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,649.833
2025-09-02,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,648.97
2025-09-03,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,652.725
2025-09-04,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,652.597
2025-09-05,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,652.519
2025-09-06,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,652.519
2025-09-07,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,652.519
2025-09-08,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,653.692
2025-09-09,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,655.868
2025-09-10,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,658.359
2025-09-11,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,659.612
2025-09-12,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,662.615
2025-09-13,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,662.615
2025-09-14,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,662.615
2025-09-15,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,662.422
2025-09-16,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,667.314
2025-09-17,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,670.732
2025-09-18,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,672.779
2025-09-19,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,671.333
2025-09-20,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,671.333
2025-09-21,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,671.333
2025-09-22,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,667.526
2025-09-23,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,666.765
2025-09-24,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,663.552
2025-09-25,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,660.069
2025-09-26,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,652.649
2025-09-27,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,652.649
2025-09-28,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,652.649
2025-09-29,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,652.649
2025-09-30,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,652.835
2025-10-01,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,656.849
2025-10-02,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,656.849
2025-10-03,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,660.065
2025-10-04,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,660.065
2025-10-05,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,660.065
2025-10-06,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,664.844
2025-10-07,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,665.426
2025-10-08,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,662.525
2025-10-09,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,666.008
2025-10-10,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,667.731
2025-10-11,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,667.731
2025-10-12,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,667.731
2025-10-13,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,666.393
2025-10-14,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,664.252
2025-10-15,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,669.853
2025-10-16,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,674.801
2025-10-17,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,676.86
2025-10-18,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,676.86
2025-10-19,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,676.86
2025-10-20,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,680.141
2025-10-21,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,680.141
2025-10-22,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,680.141
2025-10-23,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,680.719
2025-10-24,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,679.024
2025-10-25,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,679.024
2025-10-26,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,679.024
2025-10-27,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,684.165
2025-10-28,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,682.679
2025-10-29,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,685.791
2025-10-30,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,682.134
2025-10-31,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,678.649
2025-11-01,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,678.649
2025-11-02,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,678.649
2025-11-03,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,681.335
2025-11-04,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,677.469
2025-11-05,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,677.469
2025-11-06,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,674.307
2025-11-07,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,674.063
2025-11-08,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,674.063
2025-11-09,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,674.063
2025-11-10,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,676.249
2025-11-11,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,680.19
2025-11-12,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,683.701
2025-11-13,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,683.332
2025-11-14,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,683.04
2025-11-15,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,683.04
2025-11-16,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,683.04
2025-11-17,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,685.957
2025-11-18,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,683.023
2025-11-19,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,686.017
2025-11-20,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,689.042
2025-11-21,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,685.667
2025-11-22,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,685.667
2025-11-23,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,685.667
2025-11-24,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,683.081
2025-11-25,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,682.046
2025-11-26,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,690.074
2025-11-27,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,690.349
2025-11-28,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,690.091
2025-11-29,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,690.091
2025-11-30,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,690.091
2025-12-01,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,689.522
2025-12-02,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,686.731
2025-12-03,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,684.489
2025-12-04,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,685.564
2025-12-05,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,688.959
2025-12-06,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,688.959
2025-12-07,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,688.959
2025-12-08,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,681.355
2025-12-09,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,680.001
2025-12-10,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,676.843
2025-12-11,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,680.262
2025-12-12,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,685.187
2025-12-13,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,685.187
2025-12-14,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,685.187
2025-12-15,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,684.588
2025-12-16,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,680.1
2025-12-17,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,679.36
2025-12-18,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,678.443
2025-12-19,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,683.773
2025-12-20,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,683.773
2025-12-21,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,683.773
2025-12-22,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,689.596
2025-12-23,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,689.824
2025-12-24,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,687.991
2025-12-25,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,687.991
2025-12-26,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,684.975
2025-12-27,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,684.975
2025-12-28,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,684.975
2025-12-29,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,683.154
2025-12-30,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,682.659
2025-12-31,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,687.76
2026-01-01,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,688.314
2026-01-02,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,693.112
2026-01-03,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,693.112
2026-01-04,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,693.112
2026-01-05,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,692.018
2026-01-06,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,691.186
2026-01-07,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,690.808
2026-01-08,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,683.867
2026-01-09,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,677.861
2026-01-10,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,677.861
2026-01-11,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,677.861
2026-01-12,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,678.939
2026-01-13,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,677.951
2026-01-14,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,677.45
2026-01-15,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,677.45
2026-01-16,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,678.504
2026-01-17,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,678.504
2026-01-18,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,678.504
2026-01-19,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,676.791
2026-01-20,120152,Kotak Large Cap  Fund - Growth - Direct,Equity Scheme - Large Cap Fund,Kotak Mahindra Mutual Fund,666.499
